TranscriptID	GeneID	ProteinID	Description
XM_006568148.3	Eaat-2	XP_006568211.1	PREDICTED:_Apis_mellifera_excitatory_amino_acid_transporter_2_(Eaat-2)
XM_006568149.3	Fabp	XP_006568212.1	PREDICTED:_Apis_mellifera_fatty_acid_binding_protein_(Fabp)
XM_006568150.3	Fabp	XP_006568213.1	PREDICTED:_Apis_mellifera_fatty_acid_binding_protein_(Fabp)
XM_006568151.3	LOC102655971	XP_006568214.2	PREDICTED:_Apis_mellifera_5'-nucleotidase_domain-containing_protein_1_(LOC102655971),_mRNA
XM_006568152.3	LOC551395	XP_006568215.3	PREDICTED:_Apis_mellifera_acetyl-CoA_acetyltransferase,_cytosolic_(LOC551395),_mRNA
XM_006568158.3	LOC725892	XP_006568221.2	PREDICTED:_Apis_mellifera_transforming_growth_factor-beta-induced_protein_ig-h3_(LOC725892)
XM_006568166.3	LOC410853	XP_006568229.2	PREDICTED:_Apis_mellifera_irregular_chiasm_C-roughest_protein_(LOC410853)
XM_006568167.3	LOC410853	XP_006568230.2	PREDICTED:_Apis_mellifera_irregular_chiasm_C-roughest_protein_(LOC410853)
XM_006568168.3	LOC410853	XP_006568231.2	PREDICTED:_Apis_mellifera_irregular_chiasm_C-roughest_protein_(LOC410853)
XM_006568172.2	LOC410856	XP_006568235.1	PREDICTED:_Apis_mellifera_28S_ribosomal_protein_S29,_mitochondrial_(LOC410856)
XM_006568173.3	LOC410856	XP_006568236.1	PREDICTED:_Apis_mellifera_28S_ribosomal_protein_S29,_mitochondrial_(LOC410856)
XM_006568174.3	LOC410855	XP_006568237.1	PREDICTED:_Apis_mellifera_retinoblastoma-binding_protein_5_homolog_(LOC410855)
XM_006568175.3	LOC410857	XP_006568238.2	PREDICTED:_Apis_mellifera_protein_lethal(2)essential_for_life_(LOC410857),_mRNA
XM_006568176.3	LOC102653640	XP_006568239.2	PREDICTED:_Apis_mellifera_glutamate_receptor_1_(LOC102653640)
XM_006568184.3	LOC100577530	XP_006568247.2	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577530_(LOC100577530)
XM_006568187.3	LOC100578072	XP_006568250.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578072_(LOC100578072)
XM_006568188.3	LOC725143	XP_006568251.2	PREDICTED:_Apis_mellifera_probable_U3_small_nucleolar_RNA-associated_protein_11_(LOC725143)
XM_006568197.3	LOC410862	XP_006568260.1	PREDICTED:_Apis_mellifera_solute_carrier_family_41_member_3_(LOC410862)
XM_006568198.3	LOC410862	XP_006568261.1	PREDICTED:_Apis_mellifera_solute_carrier_family_41_member_3_(LOC410862)
XM_006568201.2	LOC102654905	XP_006568264.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654905_(LOC102654905),_mRNA
XM_006568203.3	LOC100578478	XP_006568266.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578478_(LOC100578478)
XM_006568205.3	LOC410864	XP_006568268.2	PREDICTED:_Apis_mellifera_nuclear_pore_complex_protein_Nup50_(LOC410864)
XM_006568206.3	LOC410864	XP_006568269.2	PREDICTED:_Apis_mellifera_nuclear_pore_complex_protein_Nup50_(LOC410864)
XM_006568207.3	LOC410864	XP_006568270.2	PREDICTED:_Apis_mellifera_nuclear_pore_complex_protein_Nup50_(LOC410864)
XM_006568208.3	LOC724851	XP_006568271.1	PREDICTED:_Apis_mellifera_LIM_domain_only_protein_3_(LOC724851)
XM_006568209.3	LOC724851	XP_006568272.1	PREDICTED:_Apis_mellifera_LIM_domain_only_protein_3_(LOC724851)
XM_006568210.3	LOC724851	XP_006568273.1	PREDICTED:_Apis_mellifera_LIM_domain_only_protein_3_(LOC724851)
XM_006568211.3	LOC551008	XP_006568274.1	PREDICTED:_Apis_mellifera_cell_cycle_checkpoint_protein_RAD1_(LOC551008),_mRNA
XM_006568212.3	LOC100578691	XP_006568275.2	PREDICTED:_Apis_mellifera_rhoGEF_domain-containing_protein_gxcJ_(LOC100578691)
XM_006568213.3	LOC408690	XP_006568276.3	PREDICTED:_Apis_mellifera_calmodulin_(LOC408690)
XM_006568214.3	LOC408690	XP_006568277.2	PREDICTED:_Apis_mellifera_calmodulin_(LOC408690)
XM_006568215.3	LOC408690	XP_006568278.2	PREDICTED:_Apis_mellifera_calmodulin_(LOC408690)
XM_006568219.3	LOC410869	XP_006568282.1	PREDICTED:_Apis_mellifera_vacuolar-sorting_protein_SNF8_(LOC410869)
XM_006568230.3	LOC724187	XP_006568293.1	PREDICTED:_Apis_mellifera_toll-like_receptor_4_(LOC724187)
XM_006568231.3	LOC724187	XP_006568294.1	PREDICTED:_Apis_mellifera_toll-like_receptor_4_(LOC724187)
XM_006568234.3	Gycbeta1	XP_006568297.1	PREDICTED:_Apis_mellifera_guanylate_cyclase,_soluble,_beta_1_(Gycbeta1)
XM_006568235.3	LOC100576253	XP_006568298.3	PREDICTED:_Apis_mellifera_DNA_ligase_1_(LOC100576253)
XM_006568237.3	LOC408878	XP_006568300.1	PREDICTED:_Apis_mellifera_protein_mesh_(LOC408878)
XM_006568238.3	LOC551045	XP_006568301.1	PREDICTED:_Apis_mellifera_CCR4-NOT_transcription_complex_subunit_7_(LOC551045)
XM_006568240.3	LOC551749	XP_006568303.1	PREDICTED:_Apis_mellifera_LARGE_xylosyl-_and_glucuronyltransferase_1_(LOC551749)
XM_006568244.3	LOC102654173	XP_006568307.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654173_(LOC102654173),_mRNA
XM_006568252.3	LOC409540	XP_006568315.2	PREDICTED:_Apis_mellifera_MOB_kinase_activator-like_1_(LOC409540)
XM_006568253.3	LOC727106	XP_006568316.1	PREDICTED:_Apis_mellifera_heterogeneous_nuclear_ribonucleoprotein_H_(LOC727106)
XM_006568254.3	LOC727106	XP_006568317.1	PREDICTED:_Apis_mellifera_heterogeneous_nuclear_ribonucleoprotein_H_(LOC727106)
XM_006568255.3	LOC102655072	XP_006568318.1	PREDICTED:_Apis_mellifera_microtubule-associated_protein_futsch-like_(LOC102655072)
XM_006568256.3	LOC102655072	XP_006568319.1	PREDICTED:_Apis_mellifera_microtubule-associated_protein_futsch-like_(LOC102655072)
XM_006568257.3	LOC102655072	XP_006568320.1	PREDICTED:_Apis_mellifera_microtubule-associated_protein_futsch-like_(LOC102655072)
XM_006568258.3	LOC102655072	XP_006568321.1	PREDICTED:_Apis_mellifera_microtubule-associated_protein_futsch-like_(LOC102655072)
XM_006568261.3	LOC102655072	XP_006568324.1	PREDICTED:_Apis_mellifera_microtubule-associated_protein_futsch-like_(LOC102655072)
XM_006568262.3	LOC551296	XP_006568325.2	PREDICTED:_Apis_mellifera_UPF0160_protein_MYG1,_mitochondrial_(LOC551296)
XM_006568265.3	LOC100576916	XP_006568328.1	PREDICTED:_Apis_mellifera_cuticle_protein_18.7_(LOC100576916),_mRNA
XM_006568268.3	LOC725804	XP_006568331.1	PREDICTED:_Apis_mellifera_cuticle_protein_18.7_(LOC725804),_mRNA
XM_006568274.3	LOC411197	XP_006568337.1	PREDICTED:_Apis_mellifera_dynein_light_chain_1,_axonemal_(LOC411197),_mRNA
XM_006568278.3	LOC409045	XP_006568341.1	PREDICTED:_Apis_mellifera_transcription_elongation_regulator_1_(LOC409045)
XM_006568279.3	LOC409045	XP_006568342.1	PREDICTED:_Apis_mellifera_transcription_elongation_regulator_1_(LOC409045)
XM_006568280.3	LOC409045	XP_006568343.1	PREDICTED:_Apis_mellifera_transcription_elongation_regulator_1_(LOC409045)
XM_006568281.3	LOC552048	XP_006568344.2	PREDICTED:_Apis_mellifera_flocculation_protein_FLO11_(LOC552048)
XM_006568282.3	LOC552048	XP_006568345.2	PREDICTED:_Apis_mellifera_flocculation_protein_FLO11_(LOC552048)
XM_006568283.3	LOC725516	XP_006568346.2	PREDICTED:_Apis_mellifera_protein_SERAC1_(LOC725516)
XM_006568284.3	LOC725516	XP_006568347.2	PREDICTED:_Apis_mellifera_protein_SERAC1_(LOC725516)
XM_006568285.3	LOC725632	XP_006568348.2	PREDICTED:_Apis_mellifera_protein_MCM10_homolog_(LOC725632),_mRNA
XM_006568287.3	LOC408915	XP_006568350.1	PREDICTED:_Apis_mellifera_protein_couch_potato_(LOC408915)
XM_006568290.3	LOC408915	XP_006568353.1	PREDICTED:_Apis_mellifera_protein_couch_potato_(LOC408915)
XM_006568293.3	LOC411539	XP_006568356.1	PREDICTED:_Apis_mellifera_KAT8_regulatory_NSL_complex_subunit_1_(LOC411539)
XM_006568294.3	LOC102653798	XP_006568357.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102653798_(LOC102653798),_mRNA
XM_006568296.2	LOC100576497	XP_006568359.2	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576497_(LOC100576497)
XM_006568297.3	LOC552505	XP_006568360.2	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_9_(LOC552505)
XM_006568299.3	LOC552568	XP_006568362.1	PREDICTED:_Apis_mellifera_hydroxyacylglutathione_hydrolase,_mitochondrial_(LOC552568)
XM_006568300.3	LOC552568	XP_006568363.1	PREDICTED:_Apis_mellifera_hydroxyacylglutathione_hydrolase,_mitochondrial_(LOC552568)
XM_006568307.3	LOC727251	XP_006568370.2	PREDICTED:_Apis_mellifera_DNA_polymerase_delta_small_subunit_(LOC727251)
XM_006568309.3	LOC100578937	XP_006568372.3	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578937_(LOC100578937)
XM_006568313.3	LOC726833	XP_006568376.1	PREDICTED:_Apis_mellifera_TOM1-like_protein_2_(LOC726833)
XM_006568314.2	LOC726833	XP_006568377.1	PREDICTED:_Apis_mellifera_TOM1-like_protein_2_(LOC726833)
XM_006568315.3	LOC100578975	XP_006568378.2	PREDICTED:_Apis_mellifera_dynein_regulatory_complex_subunit_3_(LOC100578975),_mRNA
XM_006568318.3	LOC552026	XP_006568381.2	PREDICTED:_Apis_mellifera_F-actin-uncapping_protein_LRRC16A_(LOC552026)
XM_006568319.3	LOC552026	XP_006568382.2	PREDICTED:_Apis_mellifera_F-actin-uncapping_protein_LRRC16A_(LOC552026)
XM_006568320.3	LOC552026	XP_006568383.2	PREDICTED:_Apis_mellifera_F-actin-uncapping_protein_LRRC16A_(LOC552026)
XM_006568321.3	LOC552026	XP_006568384.2	PREDICTED:_Apis_mellifera_F-actin-uncapping_protein_LRRC16A_(LOC552026)
XM_006568323.3	LOC409274	XP_006568386.1	PREDICTED:_Apis_mellifera_rab11_family-interacting_protein_4_(LOC409274)
XM_006568324.3	LOC409272	XP_006568387.1	PREDICTED:_Apis_mellifera_EKC/KEOPS_complex_subunit_TP53RK_(LOC409272)
XM_006568325.3	LOC409272	XP_006568388.1	PREDICTED:_Apis_mellifera_EKC/KEOPS_complex_subunit_TP53RK_(LOC409272)
XM_006568328.3	LOC411534	XP_006568391.2	PREDICTED:_Apis_mellifera_circadian_locomoter_output_cycles_protein_kaput_(LOC411534)
XM_006568329.3	LOC408916	XP_006568392.1	PREDICTED:_Apis_mellifera_JNK-interacting_protein_1_(LOC408916)
XM_006568330.3	LOC408916	XP_006568393.1	PREDICTED:_Apis_mellifera_JNK-interacting_protein_1_(LOC408916)
XM_006568331.3	LOC408916	XP_006568394.1	PREDICTED:_Apis_mellifera_JNK-interacting_protein_1_(LOC408916)
XM_006568332.3	LOC408916	XP_006568395.1	PREDICTED:_Apis_mellifera_JNK-interacting_protein_1_(LOC408916)
XM_006568334.3	LOC550970	XP_006568397.1	PREDICTED:_Apis_mellifera_lysophosphatidylcholine_acyltransferase_(LOC550970)
XM_006568340.3	LOC552605	XP_006568403.1	PREDICTED:_Apis_mellifera_lisH_domain_and_HEAT_repeat-containing_protein_KIAA1468_homolog_(LOC552605)
XM_006568341.3	LOC552617	XP_006568404.1	PREDICTED:_Apis_mellifera_cyclin-dependent_kinase_14_(LOC552617)
XM_006568342.3	LOC552617	XP_006568405.1	PREDICTED:_Apis_mellifera_cyclin-dependent_kinase_14_(LOC552617)
XM_006568343.3	LOC552617	XP_006568406.1	PREDICTED:_Apis_mellifera_cyclin-dependent_kinase_14_(LOC552617)
XM_006568344.2	LOC413345	XP_006568407.1	PREDICTED:_Apis_mellifera_suppressor_APC_domain-containing_protein_2_(LOC413345)
XM_006568345.2	LOC413345	XP_006568408.1	PREDICTED:_Apis_mellifera_suppressor_APC_domain-containing_protein_2_(LOC413345)
XM_006568346.2	LOC413345	XP_006568409.1	PREDICTED:_Apis_mellifera_suppressor_APC_domain-containing_protein_2_(LOC413345)
XM_006568347.2	LOC413345	XP_006568410.1	PREDICTED:_Apis_mellifera_suppressor_APC_domain-containing_protein_2_(LOC413345)
XM_006568348.3	LOC413345	XP_006568411.1	PREDICTED:_Apis_mellifera_suppressor_APC_domain-containing_protein_2_(LOC413345)
XM_006568349.3	LOC410162	XP_006568412.1	PREDICTED:_Apis_mellifera_ataxin-3_(LOC410162)
XM_006568350.3	LOC410162	XP_006568413.1	PREDICTED:_Apis_mellifera_ataxin-3_(LOC410162)
XM_006568351.3	LOC724672	XP_006568414.1	PREDICTED:_Apis_mellifera_SRSF_protein_kinase_3_(LOC724672)
XM_006568352.3	LOC724672	XP_006568415.1	PREDICTED:_Apis_mellifera_SRSF_protein_kinase_3_(LOC724672)
XM_006568353.3	LOC414012	XP_006568416.2	PREDICTED:_Apis_mellifera_sodium/hydrogen_exchanger_8_(LOC414012),_mRNA
XM_006568356.3	LOC409107	XP_006568419.2	PREDICTED:_Apis_mellifera_homeobox_protein_5_(LOC409107)
XM_006568360.3	LOC409106	XP_006568423.1	PREDICTED:_Apis_mellifera_protein_zyg-11_homolog_B_(LOC409106)
XM_006568361.3	LOC409106	XP_006568424.1	PREDICTED:_Apis_mellifera_protein_zyg-11_homolog_B_(LOC409106)
XM_006568363.3	LOC102653960	XP_006568426.2	PREDICTED:_Apis_mellifera_magnesium-dependent_phosphatase_1_(LOC102653960),_mRNA
XM_006568364.2	LOC409558	XP_006568427.1	PREDICTED:_Apis_mellifera_polyadenylate-binding_protein_2-B_(LOC409558)
XM_006568365.3	LOC411201	XP_006568428.1	PREDICTED:_Apis_mellifera_discoidin_domain-containing_receptor_2_(LOC411201)
XM_006568366.3	LOC411201	XP_006568429.1	PREDICTED:_Apis_mellifera_discoidin_domain-containing_receptor_2_(LOC411201)
XM_006568367.3	LOC411201	XP_006568430.1	PREDICTED:_Apis_mellifera_discoidin_domain-containing_receptor_2_(LOC411201)
XM_006568369.3	LOC411201	XP_006568432.1	PREDICTED:_Apis_mellifera_discoidin_domain-containing_receptor_2_(LOC411201)
XM_006568370.3	LOC411201	XP_006568433.1	PREDICTED:_Apis_mellifera_discoidin_domain-containing_receptor_2_(LOC411201)
XM_006568371.3	LOC411201	XP_006568434.1	PREDICTED:_Apis_mellifera_discoidin_domain-containing_receptor_2_(LOC411201)
XM_006568379.2	LOC100578483	XP_006568442.1	PREDICTED:_Apis_mellifera_probable_DNA_primase_large_subunit_(LOC100578483),_mRNA
XM_006568380.3	LOC551408	XP_006568443.2	PREDICTED:_Apis_mellifera_uncharacterized_LOC551408_(LOC551408)
XM_006568381.3	LOC551408	XP_006568444.2	PREDICTED:_Apis_mellifera_uncharacterized_LOC551408_(LOC551408)
XM_006568382.3	LOC551408	XP_006568445.2	PREDICTED:_Apis_mellifera_uncharacterized_LOC551408_(LOC551408)
XM_006568384.3	LOC724886	XP_006568447.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724886_(LOC724886)
XM_006568385.3	LOC724886	XP_006568448.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724886_(LOC724886)
XM_006568386.3	LOC724886	XP_006568449.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724886_(LOC724886)
XM_006568387.3	LOC724886	XP_006568450.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724886_(LOC724886)
XM_006568388.2	LOC724886	XP_006568451.2	PREDICTED:_Apis_mellifera_uncharacterized_LOC724886_(LOC724886)
XM_006568395.3	LOC724344	XP_006568458.2	PREDICTED:_Apis_mellifera_probable_Ras_GTPase-activating_protein_(LOC724344)
XM_006568396.3	LOC724344	XP_006568459.2	PREDICTED:_Apis_mellifera_probable_Ras_GTPase-activating_protein_(LOC724344)
XM_006568397.3	LOC724344	XP_006568460.2	PREDICTED:_Apis_mellifera_probable_Ras_GTPase-activating_protein_(LOC724344)
XM_006568398.3	LOC724344	XP_006568461.2	PREDICTED:_Apis_mellifera_probable_Ras_GTPase-activating_protein_(LOC724344)
XM_006568399.3	LOC724344	XP_006568462.1	PREDICTED:_Apis_mellifera_probable_Ras_GTPase-activating_protein_(LOC724344)
XM_006568400.3	LOC724344	XP_006568463.2	PREDICTED:_Apis_mellifera_probable_Ras_GTPase-activating_protein_(LOC724344)
XM_006568401.3	LOC724344	XP_006568464.1	PREDICTED:_Apis_mellifera_probable_Ras_GTPase-activating_protein_(LOC724344)
XM_006568407.3	LOC410923	XP_006568470.1	PREDICTED:_Apis_mellifera_dynamin_(LOC410923)
XM_006568408.3	LOC410923	XP_006568471.1	PREDICTED:_Apis_mellifera_dynamin_(LOC410923)
XM_006568410.3	LOC410923	XP_006568473.1	PREDICTED:_Apis_mellifera_dynamin_(LOC410923)
XM_006568411.3	LOC410923	XP_006568474.1	PREDICTED:_Apis_mellifera_dynamin_(LOC410923)
XM_006568419.3	LOC724652	XP_006568482.3	PREDICTED:_Apis_mellifera_uncharacterized_LOC724652_(LOC724652)
XM_006568434.3	LOC102653938	XP_006568497.1	PREDICTED:_Apis_mellifera_high_mobility_group_B_protein_4-like_(LOC102653938),_mRNA
XM_006568435.3	LOC550667	XP_006568498.2	PREDICTED:_Apis_mellifera_succinate_dehydrogenase_[ubiquinone]_flavoprotein_subunit,_mitochondrial_(LOC550667)
XM_006568453.3	LOC410922	XP_006568516.1	PREDICTED:_Apis_mellifera_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC410922)
XM_006568454.2	LOC410922	XP_006568517.1	PREDICTED:_Apis_mellifera_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC410922)
XM_006568455.3	LOC410922	XP_006568518.1	PREDICTED:_Apis_mellifera_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC410922)
XM_006568456.3	LOC410922	XP_006568519.1	PREDICTED:_Apis_mellifera_wiskott-Aldrich_syndrome_protein_family_member_3_(LOC410922)
XM_006568458.3	LOC102655259	XP_006568521.2	PREDICTED:_Apis_mellifera_5-methylcytosine_rRNA_methyltransferase_NSUN4_(LOC102655259)
XM_006568467.3	LOC551124	XP_006568530.1	PREDICTED:_Apis_mellifera_frizzled-2_(LOC551124),_mRNA
XM_006568468.3	LOC725167	XP_006568531.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725167_(LOC725167)
XM_006568469.3	LOC410079	XP_006568532.1	PREDICTED:_Apis_mellifera_zinc_finger_protein_385B_(LOC410079)
XM_006568470.2	LOC410079	XP_006568533.1	PREDICTED:_Apis_mellifera_zinc_finger_protein_385B_(LOC410079)
XM_006568477.3	LOC413488	XP_006568540.1	PREDICTED:_Apis_mellifera_protein_vav_(LOC413488)
XM_006568478.3	LOC413488	XP_006568541.1	PREDICTED:_Apis_mellifera_protein_vav_(LOC413488)
XM_006568479.2	LOC413488	XP_006568542.1	PREDICTED:_Apis_mellifera_protein_vav_(LOC413488)
XM_006568480.3	LOC413486	XP_006568543.1	PREDICTED:_Apis_mellifera_cytochrome_b5_(LOC413486)
XM_006568482.3	LOC409932	XP_006568545.1	PREDICTED:_Apis_mellifera_b(0,+)-type_amino_acid_transporter_1_(LOC409932)
XM_006568485.3	LOC413484	XP_006568548.2	PREDICTED:_Apis_mellifera_uncharacterized_LOC413484_(LOC413484),_mRNA
XM_006568487.3	LOC552625	XP_006568550.1	PREDICTED:_Apis_mellifera_rab-like_protein_6_(LOC552625),_mRNA
XM_006568491.3	LOC409701	XP_006568554.1	PREDICTED:_Apis_mellifera_zwei_Ig_domain_protein_zig-8_(LOC409701)
XM_006568495.3	Crzr	XP_006568558.1	PREDICTED:_Apis_mellifera_corazonin_receptor_(Crzr)
XM_006568502.2	LOC412069	XP_006568565.1	PREDICTED:_Apis_mellifera_UTP--glucose-1-phosphate_uridylyltransferase_(LOC412069)
XM_006568503.3	LOC412069	XP_006568566.1	PREDICTED:_Apis_mellifera_UTP--glucose-1-phosphate_uridylyltransferase_(LOC412069)
XM_006568504.2	LOC412069	XP_006568567.1	PREDICTED:_Apis_mellifera_UTP--glucose-1-phosphate_uridylyltransferase_(LOC412069)
XM_006568505.2	LOC412069	XP_006568568.1	PREDICTED:_Apis_mellifera_UTP--glucose-1-phosphate_uridylyltransferase_(LOC412069)
XM_006568506.3	LOC552284	XP_006568569.2	PREDICTED:_Apis_mellifera_m7GpppX_diphosphatase_(LOC552284)
XM_006568507.3	LOC552284	XP_006568570.2	PREDICTED:_Apis_mellifera_m7GpppX_diphosphatase_(LOC552284)
XM_006568508.3	LOC552284	XP_006568571.2	PREDICTED:_Apis_mellifera_m7GpppX_diphosphatase_(LOC552284)
XM_006568510.3	LOC727634	XP_006568573.1	PREDICTED:_Apis_mellifera_activating_molecule_in_BECN1-regulated_autophagy_protein_1_(LOC727634)
XM_006568511.3	LOC727634	XP_006568574.1	PREDICTED:_Apis_mellifera_activating_molecule_in_BECN1-regulated_autophagy_protein_1_(LOC727634)
XM_006568513.3	LOC726007	XP_006568576.1	PREDICTED:_Apis_mellifera_polycomb_protein_Scm_(LOC726007)
XM_006568514.3	LOC551263	XP_006568577.1	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_13_(LOC551263)
XM_006568515.3	LOC551263	XP_006568578.1	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_13_(LOC551263)
XM_006568517.2	LOC409529	XP_006568580.1	PREDICTED:_Apis_mellifera_ras-like_protein_2_(LOC409529)
XM_006568519.3	LOC725023	XP_006568582.1	PREDICTED:_Apis_mellifera_mediator_of_RNA_polymerase_II_transcription_subunit_26_(LOC725023)
XM_006568520.3	LOC102655399	XP_006568583.2	PREDICTED:_Apis_mellifera_proteasome_assembly_chaperone_4_(LOC102655399),_mRNA
XM_006568521.3	LOC100576746	XP_006568584.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576746_(LOC100576746)
XM_006568522.3	LOC100576746	XP_006568585.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576746_(LOC100576746)
XM_006568523.3	LOC100576746	XP_006568586.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576746_(LOC100576746)
XM_006568524.3	LOC411288	XP_006568587.1	PREDICTED:_Apis_mellifera_cAMP-specific_3',5'-cyclic_phosphodiesterase_(LOC411288)
XM_006568525.3	LOC411288	XP_006568588.1	PREDICTED:_Apis_mellifera_cAMP-specific_3',5'-cyclic_phosphodiesterase_(LOC411288)
XM_006568526.3	LOC411288	XP_006568589.1	PREDICTED:_Apis_mellifera_cAMP-specific_3',5'-cyclic_phosphodiesterase_(LOC411288)
XM_006568527.3	LOC411288	XP_006568590.1	PREDICTED:_Apis_mellifera_cAMP-specific_3',5'-cyclic_phosphodiesterase_(LOC411288)
XM_006568532.3	LOC411288	XP_006568595.1	PREDICTED:_Apis_mellifera_cAMP-specific_3',5'-cyclic_phosphodiesterase_(LOC411288)
XM_006568534.3	LOC411288	XP_006568597.2	PREDICTED:_Apis_mellifera_cAMP-specific_3',5'-cyclic_phosphodiesterase_(LOC411288)
XM_006568542.2	LOC411288	XP_006568605.1	PREDICTED:_Apis_mellifera_cAMP-specific_3',5'-cyclic_phosphodiesterase_(LOC411288)
XM_006568544.3	LOC410730	XP_006568607.1	PREDICTED:_Apis_mellifera_dnaJ_homolog_subfamily_C_member_22_(LOC410730),_mRNA
XM_006568551.3	LOC408597	XP_006568614.1	PREDICTED:_Apis_mellifera_U2_small_nuclear_ribonucleoprotein_auxiliary_factor_35_kDa_subunit-related_protein_2_(LOC408597)
XM_006568552.3	LOC725576	XP_006568615.2	PREDICTED:_Apis_mellifera_protein_GPR107_(LOC725576)
XM_006568553.3	LOC725576	XP_006568616.2	PREDICTED:_Apis_mellifera_protein_GPR107_(LOC725576)
XM_006568554.3	LOC725576	XP_006568617.2	PREDICTED:_Apis_mellifera_protein_GPR107_(LOC725576)
XM_006568555.3	LOC100578424	XP_006568618.2	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578424_(LOC100578424),_mRNA
XM_006568558.3	LOC725683	XP_006568621.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725683_(LOC725683)
XM_006568559.3	LOC725683	XP_006568622.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725683_(LOC725683)
XM_006568560.2	LOC102654014	XP_006568623.1	PREDICTED:_Apis_mellifera_hemK_methyltransferase_family_member_2_(LOC102654014),_mRNA
XM_006568561.3	LOC725776	XP_006568624.2	PREDICTED:_Apis_mellifera_B-cell_CLL/lymphoma_6_member_B_protein_(LOC725776)
XM_006568562.3	LOC725776	XP_006568625.2	PREDICTED:_Apis_mellifera_B-cell_CLL/lymphoma_6_member_B_protein_(LOC725776)
XM_006568563.3	LOC551557	XP_006568626.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC551557_(LOC551557),_mRNA
XM_006568565.3	LOC100578653	XP_006568628.1	PREDICTED:_Apis_mellifera_twinkle_protein,_mitochondrial_(LOC100578653)
XM_006568566.3	LOC100578653	XP_006568629.1	PREDICTED:_Apis_mellifera_twinkle_protein,_mitochondrial_(LOC100578653)
XM_006568568.3	LOC413713	XP_006568631.3	PREDICTED:_Apis_mellifera_glycosyltransferase_25_family_member_(LOC413713),_mRNA
XM_006568570.2	LOC102654555	XP_006568633.1	PREDICTED:_Apis_mellifera_leucine-rich_repeat-containing_protein_59_(LOC102654555)
